ACMC,ACMC_ATTRIBUTES,ACMH,ACMH_ATTRIBUTES,ACSC,ACSC_ATTRIBUTES,ACSH,ACSH_ATTRIBUTES,ADPT,ADPT_ATTRIBUTES,ASLP,ASLP_ATTRIBUTES,ASTP,ASTP_ATTRIBUTES,AWBT,AWBT_ATTRIBUTES,AWDR,AWDR_ATTRIBUTES,AWND,AWND_ATTRIBUTES,DAEV,DAEV_ATTRIBUTES,DAPR,DAPR_ATTRIBUTES,DASF,DASF_ATTRIBUTES,DATE,DATN,DATN_ATTRIBUTES,DATX,DATX_ATTRIBUTES,DAWM,DAWM_ATTRIBUTES,DWPR,DWPR_ATTRIBUTES,ELEVATION,EVAP,EVAP_ATTRIBUTES,FMTM,FMTM_ATTRIBUTES,FRGB,FRGB_ATTRIBUTES,FRGT,FRGT_ATTRIBUTES,FRTH,FRTH_ATTRIBUTES,GAHT,GAHT_ATTRIBUTES,LATITUDE,LONGITUDE,MDEV,MDEV_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,MDSF,MDSF_ATTRIBUTES,MDTN,MDTN_ATTRIBUTES,MDTX,MDTX_ATTRIBUTES,MDWM,MDWM_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,NAME,PGTM,PGTM_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,RHAV,RHAV_ATTRIBUTES,RHMN,RHMN_ATTRIBUTES,RHMX,RHMX_ATTRIBUTES,SN01,SN01_ATTRIBUTES,SN02,SN02_ATTRIBUTES,SN03,SN03_ATTRIBUTES,SN11,SN11_ATTRIBUTES,SN12,SN12_ATTRIBUTES,SN13,SN13_ATTRIBUTES,SN14,SN14_ATTRIBUTES,SN21,SN21_ATTRIBUTES,SN22,SN22_ATTRIBUTES,SN23,SN23_ATTRIBUTES,SN31,SN31_ATTRIBUTES,SN32,SN32_ATTRIBUTES,SN33,SN33_ATTRIBUTES,SN34,SN34_ATTRIBUTES,SN35,SN35_ATTRIBUTES,SN36,SN36_ATTRIBUTES,SN51,SN51_ATTRIBUTES,SN52,SN52_ATTRIBUTES,SN53,SN53_ATTRIBUTES,SN54,SN54_ATTRIBUTES,SN55,SN55_ATTRIBUTES,SN56,SN56_ATTRIBUTES,SN57,SN57_ATTRIBUTES,SN61,SN61_ATTRIBUTES,SN72,SN72_ATTRIBUTES,SN81,SN81_ATTRIBUTES,SN82,SN82_ATTRIBUTES,SN83,SN83_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,STATION,SX01,SX01_ATTRIBUTES,SX02,SX02_ATTRIBUTES,SX03,SX03_ATTRIBUTES,SX11,SX11_ATTRIBUTES,SX12,SX12_ATTRIBUTES,SX13,SX13_ATTRIBUTES,SX14,SX14_ATTRIBUTES,SX15,SX15_ATTRIBUTES,SX17,SX17_ATTRIBUTES,SX21,SX21_ATTRIBUTES,SX22,SX22_ATTRIBUTES,SX23,SX23_ATTRIBUTES,SX31,SX31_ATTRIBUTES,SX32,SX32_ATTRIBUTES,SX33,SX33_ATTRIBUTES,SX34,SX34_ATTRIBUTES,SX35,SX35_ATTRIBUTES,SX36,SX36_ATTRIBUTES,SX51,SX51_ATTRIBUTES,SX52,SX52_ATTRIBUTES,SX53,SX53_ATTRIBUTES,SX54,SX54_ATTRIBUTES,SX55,SX55_ATTRIBUTES,SX56,SX56_ATTRIBUTES,SX57,SX57_ATTRIBUTES,SX61,SX61_ATTRIBUTES,SX72,SX72_ATTRIBUTES,SX81,SX81_ATTRIBUTES,SX82,SX82_ATTRIBUTES,SX83,SX83_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TAXN,TAXN_ATTRIBUTES,THIC,THIC_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WDFI,WDFI_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES,WESD,WESD_ATTRIBUTES,WESF,WESF_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,WSFI,WSFI_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT07,WT07_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES,WT10,WT10_ATTRIBUTES,WT11,WT11_ATTRIBUTES,WT12,WT12_ATTRIBUTES,WT13,WT13_ATTRIBUTES,WT14,WT14_ATTRIBUTES,WT15,WT15_ATTRIBUTES,WT16,WT16_ATTRIBUTES,WT17,WT17_ATTRIBUTES,WT18,WT18_ATTRIBUTES,WT19,WT19_ATTRIBUTES,WT21,WT21_ATTRIBUTES,WT22,WT22_ATTRIBUTES,WV01,WV01_ATTRIBUTES,WV03,WV03_ATTRIBUTES,WV07,WV07_ATTRIBUTES,WV18,WV18_ATTRIBUTES,WV20,WV20_ATTRIBUTES,alt,alt_ATTRIBUTES,station_info,station_info_ATTRIBUTES,station_name,station_name_ATTRIBUTES,time,time_ATTRIBUTES
,,,,,,,,71,",,W",29.88,",,W",29.83,",,W",73,",,W",,,7.61,",,W",,,,,,,2013-11-17,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.00,",,W,2400",,,   82,",,W",   61,",,W",  100,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,"H,,S",,,,,85,",,W",71,",,W",,,,,,,  200,",,W",  210,",,W",,,,,,,,,,,,,,,21.9,",,W",25.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,60,",,W",30.03,",,W",29.98,",,W",66,",,W",,,8.05,",,W",,,,,,,2013-11-18,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.00,",,W,2400",,,   68,",,W",   37,",,W",  100,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,"H,,S",,,,,78,",,W",65,",,W",,,,,,,   50,",,W",   70,",,W",,,,,,,,,,,,,,,17.0,",,W",23.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,46,",,W",30.08,",,W",30.01,",,W",54,",,W",,,9.40,",,W",,,,,,,2013-11-19,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.00,",,W,2400",,,   54,",,W",   44,",,W",  100,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,"H,,S",,,,,69,",,W",56,",,W",,,,,,,   80,",,W",   50,",,W",,,,,,,,,,,,,,,18.1,",,W",23.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,55,",,W",30.01,",,W",29.94,",,W",59,",,W",,,8.72,",,W",,,,,,,2013-11-20,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.00,"T,,W,2400",,,   76,",,W",   41,",,W",   93,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,"H,,S",,,,,72,",,W",54,",,W",,,,,,,  110,",,W",  110,",,W",,,,,,,,,,,,,,,15.0,",,W",21.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,69,",,W",30.04,",,W",29.98,",,W",71,",,W",,,8.28,",,W",,,,,,,2013-11-21,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.01,",,W,2400",,,   85,",,W",   65,",,W",   91,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,"H,,S",,,,,81,",,W",69,",,W",,,,,,,  150,",,W",  150,",,W",,,,,,,,,,,,,,,16.1,",,W",23.0,",,W",,,,,,,    1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,55,",,W",30.18,",,W",30.14,",,W",56,",,W",,,11.63,",,W",,,,,,,2013-11-22,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.89,",,W,2400",,,   92,",,W",   86,",,W",   97,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,"H,,S",,,,,74,",,W",45,",,W",,,,,,,  320,",,W",  350,",,W",,,,,,,,,,,,,,,23.0,",,W",28.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,44,",,W",30.31,",,W",30.26,",,W",47,",,W",,,15.88,",,W",,,,,,,2013-11-23,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.10,",,W,2400",,,   86,",,W",   71,",,W",   94,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,"H,,S",,,,,50,",,W",44,",,W",,,,,,,   30,",,W",   20,",,W",,,,,,,,,,,,,,,28.0,",,W",32.0,",,W",,,,,,,    1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,31,",,W",30.36,",,W",30.29,",,W",40,",,W",,,14.76,",,W",,,,,,,2013-11-24,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.00,"T,,W,2400",,,   54,",,W",   48,",,W",   86,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,"H,,S",,,,,50,",,W",44,",,W",,,,,,,   40,",,W",   50,",,W",,,,,,,,,,,,,,,25.1,",,W",31.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,39,",,W",30.14,",,W",30.04,",,W",41,",,W",,,12.08,",,W",,,,,,,2013-11-25,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,1.82,",,W,2400",,,   87,",,W",   66,",,W",   97,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,"H,,S",,,,,46,",,W",39,",,W",,,,,,,   10,",,W",   10,",,W",,,,,,,,,,,,,,,23.0,",,W",28.0,",,W",,,,,,,    1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,37,",,W",30.15,",,W",30.10,",,W",40,",,W",,,13.42,",,W",,,,,,,2013-11-26,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.43,",,W,2400",,,   84,",,W",   63,",,W",   93,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,"H,,S",,,,,45,",,W",40,",,W",,,,,,,  330,",,W",  310,",,W",,,,,,,,,,,,,,,23.9,",,W",31.1,",,W",,,,,,,    1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,28,",,W",30.37,",,W",30.32,",,W",37,",,W",,,8.95,",,W",,,,,,,2013-11-27,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.00,",,W,2400",,,   58,",,W",   35,",,W",   93,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,"H,,S",,,,,51,",,W",36,",,W",,,,,,,  360,",,W",  360,",,W",,,,,,,,,,,,,,,18.1,",,W",21.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,36,",,W",30.44,",,W",30.38,",,W",40,",,W",,,4.25,",,W",,,,,,,2013-11-28,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.00,",,W,2400",,,   75,",,W",   58,",,W",   89,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,"H,,S",,,,,55,",,W",34,",,W",,,,,,,   80,",,W",,,,,,,,,,,,,,,,,12.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,34,",,W",30.46,",,W",30.39,",,W",42,",,W",,,4.70,",,W",,,,,,,2013-11-29,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.00,",,W,2400",,,   61,",,W",   27,",,W",   86,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,"H,,S",,,,,60,",,W",39,",,W",,,,,,,   80,",,W",   80,",,W",,,,,,,,,,,,,,,12.1,",,W",15.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,47,",,W",30.33,",,W",30.24,",,W",51,",,W",,,4.47,",,W",,,,,,,2013-11-30,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.00,",,W,2400",,,   75,",,W",   49,",,W",   93,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,"H,,S",,,,,69,",,W",42,",,W",,,,,,,  120,",,W",   60,",,W",,,,,,,,,,,,,,,12.1,",,W",18.1,",,W",,,,,,,    1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,56,",,W",30.13,",,W",30.03,",,W",58,",,W",,,5.82,",,W",,,,,,,2013-12-01,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.00,",,W,2400",,,   83,",,W",   66,",,W",  100,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,"H,,S",,,,,71,",,W",50,",,W",,,,,,,  180,",,W",  160,",,W",,,,,,,,,,,,,,,13.0,",,W",16.1,",,W",,,,,,,    1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,60,",,W",29.83,",,W",29.73,",,W",62,",,W",,,8.72,",,W",,,,,,,2013-12-02,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.00,",,W,2400",,,   81,",,W",   56,",,W",  100,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,"H,,S",,,,,77,",,W",60,",,W",,,,,,,  230,",,W",  210,",,W",,,,,,,,,,,,,,,19.9,",,W",29.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,63,",,W",29.72,",,W",29.65,",,W",65,",,W",,,9.17,",,W",,,,,,,2013-12-03,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.00,",,W,2400",,,   82,",,W",   54,",,W",   97,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,"H,,S",,,,,80,",,W",61,",,W",,,,,,,  210,",,W",  220,",,W",,,,,,,,,,,,,,,21.0,",,W",25.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,68,",,W",29.78,",,W",29.72,",,W",69,",,W",,,7.16,",,W",,,,,,,2013-12-04,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.00,",,W,2400",,,   88,",,W",   62,",,W",  100,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,"H,,S",,,,,81,",,W",64,",,W",,,,,,,  200,",,W",  210,",,W",,,,,,,,,,,,,,,19.9,",,W",28.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,56,",,W",29.92,",,W",29.88,",,W",58,",,W",,,10.51,",,W",,,,,,,2013-12-05,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.00,"T,,W,2400",,,   86,",,W",   70,",,W",  100,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,"H,,S",,,,,77,",,W",41,",,W",,,,,,,  350,",,W",  350,",,W",,,,,,,,,,,,,,,21.9,",,W",25.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,37,",,W",30.16,",,W",30.14,",,W",40,",,W",,,16.33,",,W",,,,,,,2013-12-06,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.01,",,W,2400",,,   86,",,W",   76,",,W",   94,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,"H,,S",,,,,43,",,W",36,",,W",,,,,,,  350,",,W",  340,",,W",,,,,,,,,,,,,,,23.9,",,W",30.0,",,W",,,,,,,    1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,32,",,W",30.33,",,W",30.27,",,W",35,",,W",,,11.41,",,W",,,,,,,2013-12-07,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.00,",,W,2400",,,   82,",,W",   79,",,W",   93,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,"H,,S",,,,,39,",,W",35,",,W",,,,,,,  360,",,W",  350,",,W",,,,,,,,,,,,,,,19.9,",,W",23.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,37,",,W",30.16,",,W",30.08,",,W",40,",,W",,,5.59,",,W",,,,,,,2013-12-08,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.00,"T,,W,2400",,,   78,",,W",   68,",,W",   93,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,"H,,S",,,,,49,",,W",38,",,W",,,,,,,  330,",,W",  340,",,W",,,,,,,,,,,,,,,10.1,",,W",14.1,",,W",,,,,,,    1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,43,",,W",30.15,",,W",30.10,",,W",45,",,W",,,10.51,",,W",,,,,,,2013-12-09,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.08,",,W,2400",,,   92,",,W",   83,",,W",   96,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,"H,,S",,,,,49,",,W",42,",,W",,,,,,,   10,",,W",  350,",,W",,,,,,,,,,,,,,,19.9,",,W",25.1,",,W",,,,,,,    1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,30,",,W",30.38,",,W",30.32,",,W",37,",,W",,,11.18,",,W",,,,,,,2013-12-10,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.00,",,W,2400",,,   63,",,W",   41,",,W",   93,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,"H,,S",,,,,50,",,W",34,",,W",,,,,,,  360,",,W",  350,",,W",,,,,,,,,,,,,,,23.9,",,W",32.0,",,W",,,,,,,,,,,,,,,,,,,,,    1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,37,",,W",30.41,",,W",30.36,",,W",42,",,W",,,5.14,",,W",,,,,,,2013-12-11,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.00,",,W,2400",,,   69,",,W",   57,",,W",   86,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,"H,,S",,,,,53,",,W",38,",,W",,,,,,,   10,",,W",   20,",,W",,,,,,,,,,,,,,,12.1,",,W",15.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
