ACMC,ACMC_ATTRIBUTES,ACMH,ACMH_ATTRIBUTES,ACSC,ACSC_ATTRIBUTES,ACSH,ACSH_ATTRIBUTES,ADPT,ADPT_ATTRIBUTES,ASLP,ASLP_ATTRIBUTES,ASTP,ASTP_ATTRIBUTES,AWBT,AWBT_ATTRIBUTES,AWDR,AWDR_ATTRIBUTES,AWND,AWND_ATTRIBUTES,DAEV,DAEV_ATTRIBUTES,DAPR,DAPR_ATTRIBUTES,DASF,DASF_ATTRIBUTES,DATE,DATN,DATN_ATTRIBUTES,DATX,DATX_ATTRIBUTES,DAWM,DAWM_ATTRIBUTES,DWPR,DWPR_ATTRIBUTES,ELEVATION,EVAP,EVAP_ATTRIBUTES,FMTM,FMTM_ATTRIBUTES,FRGB,FRGB_ATTRIBUTES,FRGT,FRGT_ATTRIBUTES,FRTH,FRTH_ATTRIBUTES,GAHT,GAHT_ATTRIBUTES,LATITUDE,LONGITUDE,MDEV,MDEV_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,MDSF,MDSF_ATTRIBUTES,MDTN,MDTN_ATTRIBUTES,MDTX,MDTX_ATTRIBUTES,MDWM,MDWM_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,NAME,PGTM,PGTM_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,RHAV,RHAV_ATTRIBUTES,RHMN,RHMN_ATTRIBUTES,RHMX,RHMX_ATTRIBUTES,SN01,SN01_ATTRIBUTES,SN02,SN02_ATTRIBUTES,SN03,SN03_ATTRIBUTES,SN11,SN11_ATTRIBUTES,SN12,SN12_ATTRIBUTES,SN13,SN13_ATTRIBUTES,SN14,SN14_ATTRIBUTES,SN21,SN21_ATTRIBUTES,SN22,SN22_ATTRIBUTES,SN23,SN23_ATTRIBUTES,SN31,SN31_ATTRIBUTES,SN32,SN32_ATTRIBUTES,SN33,SN33_ATTRIBUTES,SN34,SN34_ATTRIBUTES,SN35,SN35_ATTRIBUTES,SN36,SN36_ATTRIBUTES,SN51,SN51_ATTRIBUTES,SN52,SN52_ATTRIBUTES,SN53,SN53_ATTRIBUTES,SN54,SN54_ATTRIBUTES,SN55,SN55_ATTRIBUTES,SN56,SN56_ATTRIBUTES,SN57,SN57_ATTRIBUTES,SN61,SN61_ATTRIBUTES,SN72,SN72_ATTRIBUTES,SN81,SN81_ATTRIBUTES,SN82,SN82_ATTRIBUTES,SN83,SN83_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,STATION,SX01,SX01_ATTRIBUTES,SX02,SX02_ATTRIBUTES,SX03,SX03_ATTRIBUTES,SX11,SX11_ATTRIBUTES,SX12,SX12_ATTRIBUTES,SX13,SX13_ATTRIBUTES,SX14,SX14_ATTRIBUTES,SX15,SX15_ATTRIBUTES,SX17,SX17_ATTRIBUTES,SX21,SX21_ATTRIBUTES,SX22,SX22_ATTRIBUTES,SX23,SX23_ATTRIBUTES,SX31,SX31_ATTRIBUTES,SX32,SX32_ATTRIBUTES,SX33,SX33_ATTRIBUTES,SX34,SX34_ATTRIBUTES,SX35,SX35_ATTRIBUTES,SX36,SX36_ATTRIBUTES,SX51,SX51_ATTRIBUTES,SX52,SX52_ATTRIBUTES,SX53,SX53_ATTRIBUTES,SX54,SX54_ATTRIBUTES,SX55,SX55_ATTRIBUTES,SX56,SX56_ATTRIBUTES,SX57,SX57_ATTRIBUTES,SX61,SX61_ATTRIBUTES,SX72,SX72_ATTRIBUTES,SX81,SX81_ATTRIBUTES,SX82,SX82_ATTRIBUTES,SX83,SX83_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TAXN,TAXN_ATTRIBUTES,THIC,THIC_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WDFI,WDFI_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES,WESD,WESD_ATTRIBUTES,WESF,WESF_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,WSFI,WSFI_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT07,WT07_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES,WT10,WT10_ATTRIBUTES,WT11,WT11_ATTRIBUTES,WT12,WT12_ATTRIBUTES,WT13,WT13_ATTRIBUTES,WT14,WT14_ATTRIBUTES,WT15,WT15_ATTRIBUTES,WT16,WT16_ATTRIBUTES,WT17,WT17_ATTRIBUTES,WT18,WT18_ATTRIBUTES,WT19,WT19_ATTRIBUTES,WT21,WT21_ATTRIBUTES,WT22,WT22_ATTRIBUTES,WV01,WV01_ATTRIBUTES,WV03,WV03_ATTRIBUTES,WV07,WV07_ATTRIBUTES,WV18,WV18_ATTRIBUTES,WV20,WV20_ATTRIBUTES,alt,alt_ATTRIBUTES,station_info,station_info_ATTRIBUTES,station_name,station_name_ATTRIBUTES,time,time_ATTRIBUTES
,,,,,,,,,,,,,,,,,,7.61,",,X",,,,,,,1999-11-05,,,,,,,,,13.2,,, 1540,",,X",,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US", 0955,",,W",0.00,",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,",,W",,,,,81,",,0",65,",,0",,,,,,,  150,",,X",  150,",,X",,,,,,,,,,,,,,,16.1,",,X",21.0,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,4.92,",,X",,,,,,,1999-11-06,,,,,,,,,13.2,,, 1216,",,X",,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US", 0908,",,W",0.00,",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,",,W",,,,,79,",,0",56,",,0",,,,,,,  100,",,X",  100,",,X",,,,,,,,,,,,,,,13.0,",,X",16.1,",,X",,,,,,,    1,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,    1,",,X",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.57,",,X",,,,,,,1999-11-07,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.00,",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,",,0",49,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,",,W",,,,,,,    1,",,0",    1,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,3.80,",,X",,,,,,,1999-11-08,,,,,,,,,13.2,,, 1215,",,X",,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US", 1324,",,W",0.00,",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,",,W",,,,,78,",,0",50,",,0",,,,,,,  110,",,X",  120,",,X",,,,,,,,,,,,,,,11.0,",,X",14.1,",,X",,,,,,,    1,",,0",,,,,,,,,,,,,,,,,,,,,,,    1,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5.59,",,X",,,,,,,1999-11-09,,,,,,,,,13.2,,, 1439,",,X",,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US", 1347,",,W",0.00,",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,",,W",,,,,78,",,0",51,",,0",,,,,,,  120,",,X",  100,",,X",,,,,,,,,,,,,,,17.0,",,X",21.0,",,X",,,,,,,    1,",,0",,,,,,,,,,,,,    1,",,0",,,,,,,,,    1,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,4.70,",,X",,,,,,,1999-11-10,,,,,,,,,13.2,,, 1600,",,X",,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US", 1645,",,W",0.00,",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,",,W",,,,,79,",,0",63,",,0",,,,,,,  110,",,X",  120,",,X",,,,,,,,,,,,,,,10.1,",,X",11.0,",,X",,,,,,,    1,",,0",    1,",,X",,,,,,,,,,,    1,",,0",,,,,,,,,    1,",,X",,,,,,,,,,,,,    1,",,X",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,3.13,",,X",,,,,,,1999-11-11,,,,,,,,,13.2,,, 1429,",,X",,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US", 1402,",,W",0.00,",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,",,W",,,,,83,",,0",57,",,0",,,,,,,   30,",,X",   90,",,X",,,,,,,,,,,,,,,11.0,",,X",15.0,",,X",,,,,,,    1,",,0",    1,",,X",,,,,,,,,,,    1,",,0",,,,,,,,,    1,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5.14,",,X",,,,,,,1999-11-12,,,,,,,,,13.2,,, 1447,",,X",,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US", 1434,",,W",0.00,",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,",,W",,,,,81,",,0",57,",,0",,,,,,,   20,",,X",   20,",,X",,,,,,,,,,,,,,,14.1,",,X",17.0,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,3.80,",,X",,,,,,,1999-11-13,,,,,,,,,13.2,,, 1301,",,X",,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US", 1116,",,W",0.00,",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,",,W",,,,,78,",,0",52,",,0",,,,,,,   60,",,X",   50,",,X",,,,,,,,,,,,,,,11.0,",,X",17.0,",,X",,,,,,,    1,",,0",,,,,,,,,,,,,,,,,,,,,,,    1,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2.24,",,X",,,,,,,1999-11-14,,,,,,,,,13.2,,, 1724,",,X",,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US", 1324,",,W",0.00,",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,",,W",,,,,79,",,0",50,",,0",,,,,,,  120,",,X",  140,",,X",,,,,,,,,,,,,,,10.1,",,X",13.0,",,X",,,,,,,    1,",,0",    1,",,X",,,,,,,,,,,    1,",,0",,,,,,,,,    1,",,X",,,,,,,,,,,,,    1,",,X",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,3.58,",,X",,,,,,,1999-11-15,,,,,,,,,13.2,,, 1302,",,X",,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US", 1316,",,W",0.00,",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,",,W",,,,,82,",,0",56,",,0",,,,,,,   30,",,X",   50,",,X",,,,,,,,,,,,,,,11.0,",,X",15.0,",,X",,,,,,,    1,",,0",    1,",,X",,,,,,,,,,,    1,",,0",,,,,,,,,    1,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,4.70,",,X",,,,,,,1999-11-16,,,,,,,,,13.2,,, 1239,",,X",,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US", 1406,",,W",0.00,",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,",,W",,,,,77,",,0",53,",,0",,,,,,,  100,",,X",  110,",,X",,,,,,,,,,,,,,,10.1,",,X",13.0,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5.37,",,X",,,,,,,1999-11-17,,,,,,,,,13.2,,, 1638,",,X",,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US", 1340,",,W",0.00,",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,",,W",,,,,77,",,0",49,",,0",,,,,,,  100,",,X",   60,",,X",,,,,,,,,,,,,,,14.1,",,X",19.9,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,7.83,",,X",,,,,,,1999-11-18,,,,,,,,,13.2,,, 1555,",,X",,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US", 1545,",,W",0.00,",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,",,W",,,,,79,",,0",53,",,0",,,,,,,  160,",,X",  160,",,X",,,,,,,,,,,,,,,17.9,",,X",23.0,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,8.50,",,X",,,,,,,1999-11-19,,,,,,,,,13.2,,, 1031,",,X",,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US", 1030,",,W",0.00,",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,",,W",,,,,84,",,0",63,",,0",,,,,,,  200,",,X",  200,",,X",,,,,,,,,,,,,,,19.9,",,X",23.9,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,6.04,",,X",,,,,,,1999-11-20,,,,,,,,,13.2,,, 0522,",,X",,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US", 0522,",,W",0.00,",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,",,W",,,,,79,",,0",60,",,0",,,,,,,  360,",,X",   10,",,X",,,,,,,,,,,,,,,17.0,",,X",21.9,",,X",,,,,,,    1,",,0",,,,,,,,,,,,,,,,,,,,,,,    1,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,7.38,",,X",,,,,,,1999-11-21,,,,,,,,,13.2,,, 1414,",,X",,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US", 1414,",,W",0.00,",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,",,W",,,,,82,",,0",58,",,0",,,,,,,  160,",,X",  160,",,X",,,,,,,,,,,,,,,17.9,",,X",23.0,",,X",,,,,,,    1,",,0",    1,",,X",,,,,,,,,,,,,,,,,,,,,    1,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,9.84,",,X",,,,,,,1999-11-22,,,,,,,,,13.2,,, 1107,",,X",,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US", 1257,",,W",0.03,",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,",,W",,,,,82,",,0",69,",,0",,,,,,,  150,",,X",  160,",,X",,,,,,,,,,,,,,,23.9,",,X",30.0,",,X",,,,,,,,,,,    1,",,0",,,,,,,,,,,,,,,,,,,,,,,,,    1,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,9.62,",,X",,,,,,,1999-11-23,,,,,,,,,13.2,,, 2344,",,X",,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US", 2344,",,W",1.38,",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,",,W",,,,,79,",,0",58,",,0",,,,,,,   10,",,X",   10,",,X",,,,,,,,,,,,,,,19.9,",,X",23.0,",,X",,,,,,,    1,",,0",,,,,,,,,,,,,,,,,,,,,,,    1,",,X",,,,,    1,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,14.09,",,X",,,,,,,1999-11-24,,,,,,,,,13.2,,, 2343,",,X",,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US", 2343,",,W",0.00,"T,,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,",,W",,,,,69,",,0",50,",,0",,,,,,,   10,",,X",   20,",,X",,,,,,,,,,,,,,,21.9,",,X",25.9,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,    1,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,10.51,",,X",,,,,,,1999-11-25,,,,,,,,,13.2,,, 0328,",,X",,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US", 0327,",,W",0.07,",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,",,W",,,,,57,",,0",40,",,0",,,,,,,   10,",,X",   10,",,X",,,,,,,,,,,,,,,23.0,",,X",28.0,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,    1,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,4.47,",,X",,,,,,,1999-11-26,,,,,,,,,13.2,,, 1343,",,X",,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US", 1305,",,W",0.00,",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,",,W",,,,,65,",,0",36,",,0",,,,,,,  250,",,X",  230,",,X",,,,,,,,,,,,,,,11.0,",,X",16.1,",,X",,,,,,,    1,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,    1,",,X",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,6.26,",,X",,,,,,,1999-11-27,,,,,,,,,13.2,,, 1408,",,X",,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US", 1244,",,W",0.00,",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,",,W",,,,,75,",,0",41,",,0",,,,,,,  180,",,X",  180,",,X",,,,,,,,,,,,,,,15.0,",,X",23.9,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,3.36,",,X",,,,,,,1999-11-28,,,,,,,,,13.2,,, 1723,",,X",,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US", 1712,",,W",0.00,",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,",,W",,,,,77,",,0",50,",,0",,,,,,,  150,",,X",  150,",,X",,,,,,,,,,,,,,,11.0,",,X",15.0,",,X",,,,,,,    1,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,    1,",,X",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5.59,",,X",,,,,,,1999-11-29,,,,,,,,,13.2,,, 2154,",,X",,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US", 2154,",,W",0.00,",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,",,W",,,,,77,",,0",53,",,0",,,,,,,   50,",,X",   50,",,X",,,,,,,,,,,,,,,19.9,",,X",23.9,",,X",,,,,,,    1,",,0",    1,",,X",,,,,,,,,,,,,,,,,,,,,    1,",,X",,,,,,,,,,,,,    1,",,X",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,8.50,",,X",,,,,,,1999-11-30,,,,,,,,,13.2,,, 0028,",,X",,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US", 0019,",,W",0.00,",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,",,W",,,,,68,",,0",49,",,0",,,,,,,   50,",,X",   40,",,X",,,,,,,,,,,,,,,17.9,",,X",21.9,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
